text,count-occurences-total,count-documents
approximatetime,3,3
inliers,4,4
ned,3,3
lol,12,10
viii,4,4
ix,2,2
orb,5,5
sitl,3,2
hitl,3,2
wgs,2,2
leverages,4,4
surround,1,1
chapter,8,4
formulation,13,12
channel,47,35
recognizes,2,2
matrice,10,10
t,4,4
tackle,7,7
zw,1,1
invert,1,1
ray,5,4
tlg,1,1
gx,1,1
gy,1,1
gz,1,1
rlg,2,2
yawpitchroll,1,1
ryawrrollrpitch,2,2
youv,1,1
cxfy,1,1
merino,4,4
probabilities,7,6
additionaly,1,1
ponda,2,2
localisation,2,2
dena,2,2
aouf,2,2
intrinsics,2,2
identity,13,8
nonlinearity,2,2
sigma,14,12
inaccurate,5,4
matcher,4,4
meta,1,1
outbreak,1,1
lockdown,1,1
perspectivesthis,1,1
tackles,1,1
confidencesee,1,1
posterior,1,1
improves,4,4
carlo,1,1
assign,6,6
merwes,1,1
dissertation,6,6
uin,1,1
gxi,3,2
wk,2,2
hxk,1,1
zi,4,4
hxi,1,1
zzi,1,1
zt,4,4
outlier,4,4
tareen,2,2
saleem,3,3
distinctive,1,1
extrema,4,4
sort,2,2
keypoint,14,7
extractors,2,2
extractor,1,1
descriptor,10,8
greyscale,1,1
approximates,3,3
subpixel,2,1
removescandidates,1,1
minima,1,1
invariance,1,1
predominant,2,2
rectangle,2,2
infig,1,1
bins,3,2
patches,32,11
keypointthe,1,1
ori,1,1
descr,1,1
patch,7,6
subpatches,1,1
subpatch,1,1
descriptors,4,4
analyse,3,2
outcome,2,2
ardupilot,2,2
unsuitability,1,1
simulators,1,1
premade,1,1
autopilots,2,2
mountains,3,3
delity,1,1
reposition,1,1
mavros,1,1
dronethis,1,1
northeastdown,1,1
subscribers,3,2
freedom,4,4
lidars,4,4
encoders,1,1
subscribed,1,1
languages,1,1
debug,2,2
publisher,1,1
polyline,3,3
cliffs,2,1
tracks,4,4
purge,4,4
acquires,1,1
extracts,3,3
matches,17,10
landmarkswhen,1,1
adds,1,1
indefinite,1,1
bearing,3,3
fr,46,19
arctanryrx,1,1
abovedescribed,1,1
filterpy,2,2
acquire,1,1
masked,1,1
lmax,5,4
iterationsince,1,1
lnew,2,2
lowe,2,2
outliers,18,14
guaranteed,6,6
checks,3,3
bearings,1,1
uf,2,2
arccos,3,3
vf,12,12
offsets,6,5
rgt,1,1
cosimg,4,2
sinimg,4,2
rlt,2,1
rlgrgt,1,1
ryawrpitchrroll,1,1
turnover,2,1
fail,6,6
lpurge,1,1
sizeli,1,1
ageli,1,1
thereforethe,1,1
eigenvalues,7,5
roots,1,1
variances,1,1
discrepancies,1,1
slowdown,1,1
spikes,3,2
stamps,1,1
ammount,1,1
timestamps,1,1
stamp,1,1
cholskey,2,2
decomposes,1,1
transpose,1,1
presupposes,1,1
semidefinite,7,5
symmetric,4,4
entries,2,2
ybyt,1,1
programmers,1,1
forums,2,2
symmetry,1,1
occurrences,1,1
fullhd,1,1
xyz,1,1
inlier,1,1
inaccuracy,1,1
miss,2,2
ukfestimate,1,1
missmatch,1,1
estimatiod,1,1
dist,10,4
satisfies,3,3
widths,4,3
px,5,4
lowers,2,2
hd,16,12
defi,1,1
nition,1,1
powers,1,1
valueto,1,1
missionthe,1,1
deg,2,2
diminishes,1,1
dreal,1,1
rtk,7,6
rtkgps,2,2
predates,1,1
soccer,4,4
selfcalibration,1,1
bundle,3,3
football,2,2
metadata,1,1
lon,1,1
backpack,2,1
truths,1,1
recalculate,1,1
mast,1,1
slows,1,1
decent,1,1
slowest,1,1
worsens,1,1
howeverfrom,1,1
pointcloud,2,2
landscapes,3,3
localizes,1,1
infrequent,2,2
riel,1,1
excavation,1,1
phd,22,20
caballero,3,3
martinezde,2,2
maza,6,6
kalman,7,7
icinco,1,1
hosseinpoor,1,1
samadzadegan,1,1
dadrass,1,1
javan,1,1
pricise,1,1
geolocation,2,2
tracking,1,1
based,1,1
archives,3,2
multitarget,2,2
frazzoli,5,5
merwe,2,2
sigmapoint,1,1
ogi,1,1
ohsu,1,1
rublee,1,1
rabaud,1,1
alcantarilla,1,1
davison,1,1
eccv,2,2
fitzgibbon,1,1
perona,3,3
schmid,4,3
akaze,1,1
icomet,1,1
otero,1,1
delbracio,1,1
anatomy,2,2
dey,1,1
lovett,1,1
highfidelity,1,1
roboticsspringer,1,1
redmond,1,1
labbe,1,1
github,3,3
repository,2,2
reprint,1,1
sankhya,1,1
algebra,2,2
multilabel,1,1
mrf,1,1
griwodz,1,1
calvet,1,1
popsift,1,1
faithful,1,1
mmsys,1,1
vladislav,1,1
faculty,6,6
milandanecekgmailcom,1,1
lesetickytfczucz,1,1
poulektfczucz,1,1
sedlacektfczucz,1,1
beraneksolarmoneu,1,1
libratfczucz,1,1
contacts,9,8
roofs,7,7
ladna,7,7
dispatch,5,5
differs,4,4
semiconductors,1,1
century,1,1
ongrid,1,1
subsidy,2,1
boom,2,1
dissimilar,1,1
highquality,2,2
talks,2,2
wwwmdpicomjournalenergies,2,2
romania,1,1
slovakia,2,2
forecast,10,8
encapsulation,2,2
outlets,3,3
interconnection,3,3
cleaning,2,2
accelerates,1,1
warmer,1,1
inhomogeneity,1,1
solarmon,10,10
pvpanels,1,1
polycrystalline,1,1
opencircuit,1,1
shortcircuit,1,1
stands,5,5
inclination,4,2
threephase,1,1
inverter,3,3
sma,3,3
stp,3,3
upvision,4,4
sro,3,3
infracamera,3,3
flier,3,3
campus,4,4
prerequisites,2,2
pins,3,3
tiles,2,2
cooler,2,2
breakdown,2,2
indicator,6,6
cloudy,18,6
overcast,2,2
dt,4,4
maxima,2,2
fermi,3,3
forbidden,5,4
solids,4,2
reliant,2,2
conduction,2,2
flaws,2,2
ventilation,2,2
suspect,2,2
suspicion,2,2
drop,4,4
mirror,2,2
concentrators,6,2
photothermic,2,2
novelties,1,1
energypv,1,1
energyproduction,1,1
acknowledgments,4,4
grateful,1,1
ayompe,1,1
duffy,1,1
mccormack,1,1
conlon,1,1
ireland,2,2
yahyaoui,1,1
segatto,1,1
singlephase,1,1
rezk,1,1
tyukhov,3,3
raupov,1,1
dang,1,1
eclipse,2,2
chalupa,1,1
bohem,1,1
alonsogarcia,1,1
vela,1,1
chenlo,1,1
guaranty,1,1
harrou,1,1
taghezouit,1,1
saidi,1,1
hamlati,1,1
grote,1,1
trupke,1,1
bardos,1,1
abbott,2,2
warta,1,1
luminescence,1,1
shunts,1,1
ioannou,1,1
stefanakis,1,1
boudouvis,1,1
wermager,1,1
baur,1,1
montes,1,1
puig,1,1
cesarotti,1,1
alfonsi,1,1
introna,1,1
fmea,1,1
lcpv,1,1
bifacial,1,1
matuska,2,2
sourek,1,1
jirka,1,1
pokorny,1,1
collector,2,2
polysiloxane,1,1
shemelin,1,1
plate,1,1
vacuum,1,1
emg,2,2
marzband,1,1
pouresmaeil,1,1
prehoda,1,1
pearce,1,1
regimes,1,1
nab,1,1
alena,2,2
erwin,1,1
siegen,5,3
erasmus,1,1
maryland,2,1
hhl,1,1
leipzig,1,1
alenaottounisiegende,1,1
pigeon,1,1
archytas,1,1
tarantine,1,1
ancient,1,1
pound,1,1
quarters,1,1
propulsive,1,1
wileyonlinelibrarycomjournalnet,1,1
wileyonlinelibrarycomjournalnav,1,1
otto,92,92
safeguard,2,2
roadmaps,1,1
relaxed,2,2
forecasts,1,1
teal,3,2
purchase,2,2
payoffs,1,1
breadth,1,1
intersects,2,2
title,1,1
refer,11,11
formulate,16,12
peerreviewed,2,1
journals,7,5
indexed,1,1
manuscripts,2,1
opensource,5,4
glaciology,3,3
sujit,10,10
nex,2,2
jawhar,8,8
adaptations,1,1
lacroix,3,3
lemieux,2,2
valavanis,9,9
vachtsevanos,8,8
siciliano,2,2
coutinho,2,2
fliege,2,2
problemthe,1,1
cockpit,2,2
cabin,1,1
pressurization,1,1
pricewaterhousecoopers,2,2
railways,1,1
lufthansa,4,2
partner,1,1
fertilizer,1,1
treatments,7,7
livestock,3,3
farmers,9,9
sprayed,2,1
paddy,1,1
analysts,1,1
introspects,1,1
photograph,4,4
molnar,1,1
zsolt,1,1
dhls,1,1
paketcopter,1,1
frankhoffner,1,1
bysa,3,3
yamahas,1,1
gtuav,1,1
aeroterrascans,1,1
giii,1,1
prospectofdoortodoorexpressdeliveriesatlowcostdeliveryapplicationsincludepackagedeliveriestoremote,1,1
firstand,2,2
suburban,4,4
defibrillators,1,1
outofhospital,2,2
cardiac,3,3
arrests,3,3
vaccines,3,3
productionlevel,1,1
ziplines,1,1
vaccine,3,2
rugs,1,1
parachute,1,1
tether,1,1
greener,1,1
encompasses,1,1
examination,4,4
opencast,1,1
telecommunications,6,6
googles,2,2
loon,3,3
facebooks,4,4
gateway,6,6
lowaltitude,12,10
rotorcrafts,3,3
kiteballoons,1,1
suchtemporaryeventsmaybeforinstancefestivalssportingeventsanddisastermanagementoperationsinregions,1,1
cloudlets,3,3
relieve,1,1
fraunhofer,1,1
institutes,2,2
bin,3,3
shelves,1,1
bush,1,1
icebergs,5,3
poststorm,1,1
erosion,2,2
escort,1,1
individuals,7,5
recommends,2,2
nofly,1,1
corridors,3,3
highways,9,8
dpd,1,1
operational,2,2
peculiarities,3,3
specifics,7,6
farmland,2,2
blank,1,1
reversal,1,1
constantspeed,1,1
takeoffs,2,2
setuptime,1,1
sortie,18,18
cord,1,1
maximal,6,5
swaps,1,1
lineofsight,12,9
weaker,1,1
crowns,1,1
visitation,15,12
macrocell,2,2
intermediaries,2,2
frequencies,6,5
fade,1,1
multipath,4,3
fading,14,11
builtup,4,3
nakagamim,2,2
interferences,7,7
dronetodrone,4,3
attend,2,2
rfids,1,1
ships,10,6
manifold,1,1
tsp,33,17
emerges,1,1
collects,6,6
tourist,1,1
arrange,1,1
wsn,12,6
broadness,2,1
disciplines,1,1
notation,3,3
depict,6,4
players,7,5
postearthquake,2,2
indexes,3,3
directlydownward,1,1
nonconvex,8,7
solver,4,4
ilog,1,1
worstor,1,1
guarantees,8,8
proofs,2,1
adaptivity,1,1
convex,17,17
nash,2,2
priceofanarchy,1,1
adversary,1,1
bnb,7,7
bnc,8,8
bnp,1,1
cg,7,7
branchandcut,2,2
branchandprice,1,1
relaxation,1,1
bnd,6,6
empcs,35,35
choset,3,3
lcoordinates,1,1
spiral,2,2
severalfold,1,1
coveragepath,1,1
partition,5,5
raster,1,1
vrp,9,6
postman,1,1
declines,8,8
fades,1,1
dronetotarget,1,1
depots,11,10
balampanis,2,2
polygonal,2,2
independent,1,1
negotiate,1,1
auction,1,1
prohibit,1,1
cakici,2,2
ergezer,3,3
leblebicio,3,3
glu,3,3
gramajo,2,2
shankar,2,2
arrival,3,3
penalties,2,2
expenditures,1,1
tokekar,4,4
soils,2,2
nitrogen,2,2
formulations,2,2
maximizes,3,3
vansteenwegen,2,2
penicka,2,2
dubins,19,11
thi,4,4
tours,8,8
incorporates,6,5
evers,3,3
police,5,5
episodes,1,1
riot,1,1
neighborhood,7,4
attendance,1,1
visits,8,7
incidence,1,1
jams,1,1
shortcuts,1,1
roadways,1,1
multiobjective,6,6
allocation,27,26
loiter,1,1
zorbas,2,2
jumps,1,1
depot,11,9
saeed,3,3
stone,2,2
gal,3,3
essentials,1,1
animal,7,7
decline,1,1
footprints,1,1
label,4,2
thermals,2,2
bubbles,1,1
selfish,3,3
haugen,3,3
imsland,4,4
sea,20,16
darbari,2,2
climbrate,1,1
gains,2,2
discretization,1,1
refuel,2,2
detour,1,1
curvature,4,4
straightline,4,4
euclidean,6,5
savla,4,3
heuristics,4,4
downstream,1,1
asymmetric,3,3
manyam,6,6
kneighbor,2,1
neighborhoods,8,3
spotpoint,1,1
mdimensional,1,1
oneinaset,2,2
hassin,2,2
elbassioni,2,2
niendorf,2,2
gusts,2,2
guerrero,2,2
bestaoui,3,3
zermelos,1,1
penalizes,2,2
reassignment,1,1
spills,3,3
oncall,1,1
variant,2,2
mvehicle,1,1
repairman,2,2
ritzinger,2,2
enright,4,4
pavone,6,5
climb,3,3
descent,5,5
fuelenergy,2,1
geology,2,2
kneighbortsp,1,1
headingangledependent,1,1
lightload,3,1
heavyload,2,1
loiters,1,1
voronoi,1,1
turpin,2,2
noncollision,1,1
recedinghorizon,1,1
bid,2,2
lowestcost,1,1
bidder,1,1
sanjab,3,3
zerosum,1,1
payloadwhich,1,1
formulates,1,1
packers,1,1
coelho,2,2
caraballo,2,2
niccolini,2,2
makespan,5,5
transmit,32,22
costprohibitive,1,1
wsns,11,3
phenomena,6,6
bushfires,1,1
recency,2,2
multihop,11,9
wavy,1,1
watts,1,1
basha,2,2
receivers,7,2
prolong,1,1
transmissions,10,9
sink,13,5
adjacent,3,3
twohop,1,1
sahingoz,7,7
mazayev,2,2
abdulla,2,2
cyclic,5,5
schedule,11,10
aggregates,1,1
depletion,2,2
distributes,1,1
prolongs,1,1
mozaffari,20,14
akyildiz,2,2
yick,2,2
younis,2,2
akkaya,4,4
tse,2,2
viswanath,2,2
disc,1,1
households,2,1
devicetodevice,9,7
pauses,1,1
chetlur,2,2
dhillon,2,2
formulas,3,2
disjoint,2,2
alhourani,4,4
ycoordinates,1,1
timedivision,4,4
tdma,5,5
cloudlet,4,3
fotouhi,5,5
welcome,1,1
sender,1,1
beaconing,3,2
provider,6,5
modulation,3,3
dronetosensor,1,1
adhoc,20,15
fanet,30,17
fourth,3,3
fanets,24,21
bekmezci,3,3
networking,33,27
occupy,1,1
relays,17,11
altitudedependent,2,2
nakagamam,1,1
antenna,47,26
beamwidth,1,1
spacedivision,1,1
sdma,1,1
uplink,10,8
downlink,10,9
nonlineofsight,2,2
attenuation,2,2
nonlignofsight,1,1
fdma,1,1
downlinks,1,1
diazbanez,2,2
aloul,2,2
abdechiri,3,2
diagnoses,2,2
combined,1,1
mini,3,3
brevity,1,1
prominence,1,1
overshadow,1,1
driver,8,6
objectivessince,1,1
priorityand,1,1
synchronization,9,6
carrier,13,11
viguria,3,3
spill,2,2
ugvs,3,3
dronevehicle,1,1
mathew,6,5
garone,3,2
recharges,1,1
lands,1,1
transports,3,3
airship,3,3
airships,3,3
landingstakeoffs,1,1
meets,4,4
savuran,3,3
restrictive,3,3
auvs,5,3
auv,1,1
ulmer,2,2
sameday,3,2
tavana,2,2
supplier,1,1
crossdock,2,1
phan,4,4
poikonen,4,3
halve,1,1
amdahls,1,1
speedup,1,1
parallelization,1,1
closeenough,1,1
vrps,1,1
poisson,1,1
daknama,2,2
parking,2,2
tactical,1,1
linked,1,1
compositions,2,2
swap,6,6
rightofway,1,1
argue,1,1
multiway,1,1
join,1,1
leaders,2,2
platoons,3,3
richert,3,3
cortes,3,2
leaderfollower,1,1
persiani,3,3
bagassi,2,2
furini,3,2
timedependent,2,2
mixedinteger,4,4
cuts,1,1
commodities,1,1
golabi,2,2
inhabitants,3,2
fikar,2,2
offroad,3,1
kmh,2,2
morrison,7,7
replenish,1,1
sundar,7,7
patients,2,2
urine,1,1
poi,66,37
ortiz,3,3
underand,2,1
breaks,1,1
salient,1,1
mention,2,2
decks,1,1
fords,1,1
autolivery,1,1
new,3,2
wellstudied,1,1
lyu,5,5
listing,2,2
modularity,1,1
equip,2,2
acts,3,3
deployments,7,7
replenishment,1,1
inflight,4,3
supplement,4,4
iceberg,1,1
underscores,1,1
interdisciplinarity,1,1
communities,3,3
readership,1,1
susceptibility,1,1
practicality,1,1
profitability,9,9
beliefs,1,1
purchasing,2,2
inquiries,1,1
cheap,2,2
strict,1,1
startups,1,1
lax,1,1
senseandavoid,3,3
speedbrake,1,1
honest,1,1
appreciation,1,1
aeaa,1,1
infocom,2,2
acar,1,1
morse,1,1
decompositions,2,2
lardner,1,1
wirel,10,10
fs,3,3
leira,1,1
milp,3,3
identif,2,2
alemayehu,1,1
pers,2,2
alidaee,2,2
indus,1,1
satisfiability,1,1
sat,1,1
altmann,1,1
alzenad,4,3
uavbs,3,3
argyle,1,1
casbeer,3,3
multiteam,1,1
math,8,8
gsc,1,1
babel,1,1
bandeira,1,1
sbesc,1,1
fleets,14,12
distrib,5,4
temel,2,2
multitask,1,1
butenko,1,1
murphey,1,1
pardalos,1,1
monticino,1,1
weisinger,1,1
logist,1,1
bergenhem,1,1
oct,1,1
bertsimas,2,2
ryzin,2,2
bhardwaj,3,2
bhoopalam,1,1
zuidwijk,1,1
methodol,2,2
boryaliniz,3,3
elkeyi,4,3
yanikomeroglu,8,4
icc,7,4
bourgault,1,1
furukawa,1,1
durrantwhyte,1,1
yuta,1,1
asama,2,2
prassler,1,1
tsubouchi,1,1
thrun,1,1
fliedner,1,1
dock,1,1
meas,4,4
sweeney,1,1
scma,1,1
canis,1,1
crs,2,2
blockinformationsharing,1,1
chamaria,1,1
fool,1,1
chandrasekharan,2,2
guid,6,5
dyn,8,8
sh,1,1
resultsann,1,1
artif,4,4
prod,3,3
claesson,1,1
defibrillator,1,1
cobano,2,2
cocchioni,1,1
longhi,1,1
cohen,4,4
epstein,1,1
shima,3,3
iise,1,1
wp,1,1
southampton,2,2
roberts,1,1
dalamagkidis,2,2
op,1,1
verma,1,1
filippis,1,1
guglieri,1,1
quagliotti,1,1
troisdorf,1,1
gnc,1,1
supercomput,2,2
cybernet,7,6
prescribed,4,4
tangents,2,2
dyrkoren,1,1
barents,2,2
sitters,1,1
geom,1,1
timesensitive,3,3
zm,1,1
fadlullah,1,1
fawaz,1,1
storecarryforward,2,2
vehicular,5,5
nas,1,1
ferrandez,1,1
gronalt,1,1
finnegan,1,1
cornell,1,1
endogadget,1,1
dronecells,3,3
dasilva,1,1
carriervehicle,1,1
neighbourhoods,1,1
minlp,1,1
optim,7,7
softw,3,3
giorgetti,1,1
mettler,1,1
shavarani,1,1
izbirak,1,1
raghavan,2,2
wasil,1,1
toy,3,3
gottlieb,1,1
grtli,4,4
johansen,3,3
mpc,5,5
splat,1,1
motionand,1,1
tolerant,5,4
guedj,1,1
theoreme,1,1
du,2,1
perroquet,1,1
parrots,2,2
theorem,1,1
editions,1,1
seuil,1,1
constraintsappl,1,1
jain,3,3
vaszkun,2,2
tutor,2,2
mincost,1,1
microuav,2,2
advectiondiffusion,1,1
ouaknine,1,1
pspacecomplete,1,1
foundations,6,4
fossacs,1,1
etaps,1,1
pitts,1,1
geocomputation,2,1
griffith,1,1
chun,1,1
architecturesj,1,1
aljaroodi,3,3
networksj,1,1
simeone,2,2
jia,6,6
groundtoair,2,2
ye,2,2
schumacher,1,1
castillo,2,2
inalhan,1,1
tasktarget,1,1
restful,1,1
persistent,52,42
fulfillment,1,1
chronic,1,1
diseases,8,7
motherboard,1,1
submodular,1,1
guestrin,1,1
matis,1,1
coperich,1,1
cudney,1,1
nembhard,1,1
curran,1,1
associates,2,2
hook,1,1
ladosz,1,1
lanillos,1,1
negotiation,1,1
lavars,1,1
atlas,2,2
modular,7,7
syscon,2,2
vehiclesieee,1,1
maximization,3,3
saripalli,3,3
bilevel,6,6
xf,1,1
univ,11,10
loke,1,1
flyingthings,1,1
partnerschaft,1,1
mit,4,4
fuhrendem,1,1
drohnenhersteller,1,1
partnership,4,4
producer,1,1
twoechelon,1,1
throughputdelay,1,1
agility,3,3
magoteaux,1,1
sanders,1,1
sodano,1,1
masters,2,2
dayton,1,1
sg,7,7
darbha,5,5
waslander,3,3
multirobot,4,4
alami,1,1
chatila,1,1
correia,1,1
schutz,1,1
mcmillan,1,1
wi,21,7
sniewski,1,1
thrillist,1,1
mersheeva,1,1
miao,1,1
globecom,7,6
powerefficient,3,3
underlaid,3,3
batta,1,1
nedjati,1,1
neto,1,1
readings,14,10
geomat,1,1
glider,1,1
innocenti,1,1
pollini,1,1
ik,2,2
nikolos,1,1
offlineonline,1,1
obermeyer,1,1
oberlin,1,1
reconnaissance,4,4
roadnetwork,1,1
cas,1,1
langbort,1,1
topcuoglu,1,1
ermis,1,1
insertion,1,1
multioperator,1,1
supervisory,1,1
uavugv,1,1
ldp,1,1
quaritsch,2,2
elektrotech,1,1
inftech,1,1
raap,2,2
zsifkovits,1,1
pickl,1,1
radmanesh,1,1
soyturk,1,1
sengupta,2,2
multivehicle,1,1
paketzustellung,1,1
dpdgroup,3,1
startet,1,1
den,1,1
weltweit,1,1
drohnenverkehr,1,1
linienbetrieb,1,1
leader,1,1
puchinger,1,1
hartl,1,1
roberge,1,1
tarbouchi,1,1
labonte,1,1
rohde,1,1
putzke,1,1
wietfeld,1,1
ofdma,1,1
rpas,3,2
searchpath,1,1
russon,1,1
revolutionise,1,1
coalition,2,2
sahi,1,1
tractica,1,1
sanci,1,1
isler,1,1
bas,1,1
interdiction,2,2
sathyan,2,2
nd,2,2
salesperson,1,1
schopferer,1,1
adolf,1,1
dronelife,1,1
bennis,12,7
fuzzybee,1,1
simmons,1,1
begins,9,9
zipline,1,1
bbc,1,1
simonite,2,2
stratospheric,1,1
twoagent,1,1
endurancetime,1,1
hudzietz,1,1
lucani,2,2
sousa,5,5
retrieval,2,2
vehicless,1,1
venkatachalam,2,2
swieringa,2,2
ozguner,1,1
shipping,3,3
hal,1,1
dm,1,1
tisdale,1,1
hedrick,1,1
toksoz,2,2
persisten,1,1
infotech,2,2
torres,1,1
reconstructionexpert,1,1
tseng,1,1
drummond,1,1
capt,1,1
braunschweig,1,1
harmony,1,1
souffriau,1,1
dv,1,1
oudheusden,1,1
aerialground,1,1
communicationaware,1,1
huo,1,1
punnen,1,1
halin,1,1
chin,1,1
viriyasuthee,1,1
rekleitis,1,1
solmaz,1,1
rahmatizadeh,1,1
turgut,1,1
hmam,1,1
pseudolinear,1,1
aoa,1,1
yadlapalli,1,1
salesmen,1,1
sukkarieh,1,1
ruavs,1,1
wcica,1,1
minai,1,1
polycarpou,1,1
mukherjee,1,1
ghosal,1,1
budhiraja,1,1
lim,10,9
zhan,2,2
precis,4,3
spacetime,1,1
pesch,2,1
citron,1,1
jenniskens,9,7
christopher,2,2
sravanthi,1,1
amar,1,1
chedy,1,1
hadrien,1,1
devillepoix,6,4
moffett,1,1
commonwealth,1,1
organisation,2,2
clayton,1,1
recherche,1,1
informatique,1,1
automatique,1,1
villerslesnancy,1,1
curtin,1,1
gpo,1,1
rcitronucdavisedu,1,1
abstractthe,1,1
meteorites,79,22
meteors,3,3
asteroid,6,4
meteorite,65,26
obscuration,1,1
conducts,3,3
strewn,9,7
deploys,1,1
walker,15,11
nevada,8,8
semimajor,2,1
orbits,2,2
identifies,5,5
fireballs,1,1
deceleration,1,1
meteoroids,2,1
earths,1,1
fragment,8,7
airbursts,1,1
fireball,6,4
preimpact,1,1
borovicka,2,2
meteoritics,3,3
traction,1,1
zender,2,2
alowais,3,3
rocks,6,5
darker,1,1
crust,3,2
breakup,1,1
kilometer,1,1
classifiers,7,3
lecun,3,3
owners,3,3
possession,1,1
shots,2,2
mbale,1,1
rocky,2,2
dslr,3,3
creston,4,4
overtrain,1,1
retinanet,13,6
resnet,1,1
chollet,2,2
caffe,2,2
abadi,2,2
backend,6,6
russakovsky,2,2
hay,1,1
scratch,1,1
identifications,1,1
mistaken,1,1
tens,1,1
hero,2,2
altimeter,2,2
pixhawk,5,5
greencube,1,1
arducopter,1,1
narrowangle,1,1
fragments,12,7
prefetch,1,1
gridsearch,1,1
utc,1,1
meteor,8,4
observatory,5,4
lick,2,2
umunhum,2,2
sunnyvale,1,1
telescope,2,2
sierra,1,1
asteroidal,1,1
au,1,1
eks,1,1
oakland,2,2
sonde,2,2
reservation,1,1
paiute,3,3
tribe,3,3
schurz,1,1
blown,1,1
dunes,1,1
stretches,1,1
rockstrewn,1,1
bolide,3,1
sunnyvalelate,1,1
rockier,1,1
relocate,1,1
diversity,3,3
newer,1,1
orange,1,1
flags,1,1
disrupt,1,1
glassy,1,1
welllit,1,1
wile,1,1
yonlinelibrarycom,1,1
inset,3,3
cutoff,1,1
situ,1,1
closeup,1,1
trips,1,1
hunters,1,1
allsky,1,1
parent,1,1
bodies,1,1
acknowledgmentswe,1,1
ilias,1,1
fernini,2,2
reviewer,2,2
zolensky,4,3
chief,3,1
technologist,2,1
jason,1,1
utas,2,2
teixeira,1,1
brian,1,1
hypercube,1,1
carlos,2,2
uranga,1,1
parr,2,2
mcrae,1,1
codirectors,1,1
fdl,1,1
adams,1,1
deputy,1,1
pittman,1,1
engineer,3,3
diamond,1,1
seti,2,1
debbie,1,1
grants,2,2
manager,1,1
knowles,1,1
residence,1,1
autodesk,1,1
alison,1,1
lowndes,1,1
dahlstrom,1,1
yarin,1,1
fellow,5,4
fieldwork,2,2
tribal,1,1
cheri,1,1
interns,1,1
statementdata,1,1
handlingdr,1,1
agarwal,1,1
brevdo,1,1
citro,1,1
corrado,1,1
devin,1,1
ghemawat,1,1
harp,1,1
isard,1,1
jozefowicz,1,1
mane,1,1
monga,1,1
olah,1,1
schuster,1,1
steiner,3,2
talwar,1,1
tucker,1,1
vanhoucke,1,1
vasudevan,1,1
viegas,1,1
vinyals,1,1
wicke,1,1
org,56,56
naseem,1,1
dawdi,1,1
abdisalam,1,1
elkalyoubi,1,1
icspis,1,1
bland,5,3
towner,3,1
paxman,1,1
lunar,2,1
haikings,1,1
volante,1,1
sansom,2,1
hartig,2,1
cupak,2,1
jansensturgeon,2,1
howie,2,1
benedix,2,1
deacon,1,1
spurny,1,1
nearearth,1,1
asteroids,2,1
michel,3,3
demeo,1,1
tuscon,1,1
tucson,1,1
arizona,2,1
theano,1,1
sayers,1,1
albers,4,2
osinski,1,1
aoudjehane,1,1
benkhaldoun,1,1
jabiri,1,1
guennoun,1,1
barka,1,1
darhmaoui,1,1
daly,1,1
mcmullan,1,1
suttle,1,1
baeza,1,1
alrefay,1,1
steele,1,1
rochette,1,1
verosub,3,1
gattacceca,1,1
glavin,1,1
elsila,1,1
pizzarello,1,1
ogliore,1,1
schmittkopplin,2,1
harir,1,1
verchovsky,1,1
grady,1,1
nagao,2,1
okazaki,1,1
takechi,1,1
hiroi,2,1
hankey,1,1
matson,2,1
fries,2,1
puchtel,1,1
erdman,1,1
eppich,1,1
roeske,2,1
lerche,1,1
nuevo,1,1
sutters,1,1
mill,5,3
chondrite,1,1
regolith,1,1
breccia,1,1
yin,4,3
garvie,1,1
ziegler,2,1
sanborn,2,1
rowland,2,1
ostrowski,1,1
laubenstein,1,1
ql,2,1
xh,2,1
gq,2,1
caffee,1,1
granvik,2,1
chondrites,1,1
shelhamer,1,1
donahue,1,1
bottou,1,1
haffner,1,1
goyal,1,1
dollar,1,1
emelyanenko,1,1
shuvalov,1,1
rybnov,1,1
dudorov,1,1
grokhovsky,1,1
solovyov,1,1
rusakov,1,1
serdyuk,1,1
larionov,1,1
glazachev,1,1
gisler,1,1
gladkovsky,1,1
wimpenny,1,1
yamakawa,1,1
nakamura,2,2
ahn,2,2
sears,1,1
vokhmintsev,1,1
ishchenko,1,1
haba,1,1
mikouchi,1,1
chelyabinsk,1,1
satheesh,1,1
feifei,1,1
rudawska,1,1
drolshagen,1,1
netjes,1,1
bijl,1,1
crevecoeur,1,1
bettonvil,1,1
supporta,1,1
bemposta,1,1
rosende,1,1
javier,2,2
sanchezsoriano,1,1
quiterio,1,1
andres,1,1
universidad,3,2
europea,2,1
madrid,5,4
villaviciosa,2,1
odon,2,1
sergiobempostauniversidadeuropeaes,1,1
gomezuniversidadeuropeaes,1,1
cqgm,2,2
javierfernandezuniversidadeuropeaes,1,1
jfa,5,2
javiersanchezuniversidadeuropeaes,1,1
sola,1,1
pedestrians,11,7
gw,4,2
grows,4,4
spreads,1,1
bhatnagar,2,2
cetin,3,3
ladeira,2,2
consumes,1,1
celebrations,1,1
achievement,1,1
operability,2,2
robotization,1,1
decisive,2,2
m,1,1
collaborates,1,1
bases,5,4
ubiquity,1,1
citizens,2,2
technologys,1,1
nodal,1,1
miniaturization,1,1
streamlines,1,1
higherresolution,1,1
nowadays,3,3
implantation,1,1
corrective,2,1
