text,type,count-occurences-total,count-documents
• Machine,ORG,1,1
Choi,ORG,1,1
• Advancements,PRODUCT,1,1
• Development,ORG,1,1
LithiumIon,ORG,1,1
PEM Fuel,ORG,1,1
• Motion,ORG,1,1
UAV power management,ORG,2,1
• Artiﬁcial,ORG,1,1
"48614 VOLUME 7, 2019",DATE,1,1
Point,ORG,1,1
Dubins Paths Approach,ORG,1,1
• Path Planning Approach,ORG,1,1
• Potential Field Approach,ORG,1,1
• Visionbased,PRODUCT,2,1
317]–[320,CARDINAL,1,1
Automatic Dependent Surveillance Broadcast,WORK_OF_ART,1,1
"7, 2019 48615",DATE,1,1
322,CARDINAL,2,1
323,CARDINAL,2,1
Model Predictive Controllers,ORG,2,1
Ultrasonic,ORG,1,1
LADAR,GPE,1,1
RADAR,ORG,1,1
324,CARDINAL,3,1
Km,ORG,1,1
325,CARDINAL,3,1
326,CARDINAL,2,1
• Standardization,PRODUCT,1,1
327,CARDINAL,2,1
• Onboard,PRODUCT,1,1
FANET,GPE,9,1
between 30 to,CARDINAL,1,1
UAVGCS,ORG,1,1
UAVsatellite,ORG,1,1
330,CARDINAL,3,1
"48616 VOLUME 7, 2019",DATE,1,1
• The UAV power,PRODUCT,1,1
Lossy Networks,ORG,3,1
331,CARDINAL,4,1
332,CARDINAL,2,1
SoftwareDeﬁned Networking,PERSON,2,1
Network Function Virtualization (NFV,ORG,1,1
• Setting,WORK_OF_ART,1,1
DelayTolerant Networking,ORG,1,1
334,CARDINAL,2,1
335,CARDINAL,2,1
DTN,ORG,5,1
336,CARDINAL,3,1
337,CARDINAL,2,1
338,CARDINAL,3,1
Bundle Protocol,ORG,1,1
339,CARDINAL,3,1
340,CARDINAL,3,1
Consultative Committee for Space Data Systems,ORG,1,1
CCSD,ORG,1,1
341,CARDINAL,2,1
BP,GPE,1,1
LTP,ORG,1,1
BP,ORG,1,1
342,CARDINAL,2,1
TCPbased,ORG,1,1
343,CARDINAL,2,1
UDPbased,ORG,1,1
LTPbased,ORG,1,1
345,CARDINAL,2,1
Adhoc Ondemand Distance Vector,ORG,2,1
NFV,ORG,6,1
347,CARDINAL,2,1
DMF,ORG,1,1
348,CARDINAL,2,1
349,CARDINAL,2,1
351,CARDINAL,3,1
"7, 2019 48617",DATE,1,1
OpenFlow,NORP,1,1
LOSSY NETWORKS,ORG,1,1
LLN,ORG,2,1
RPL,ORG,2,1
802.15.4,CARDINAL,1,1
Low Power Wireless Personal Area Networks,ORG,2,1
6LoWPAN,CARDINAL,2,1
355,CARDINAL,2,1
SDN,NORP,1,1
356,CARDINAL,3,1
• For NFV,ORG,1,1
MANET,ORG,1,1
357,CARDINAL,2,1
"48618 VOLUME 7, 2019",DATE,1,1
• Communications,ORG,1,1
Deny of Service,ORG,2,1
Speciﬁc,PERSON,1,1
Table 19,CARDINAL,1,1
• Challenge,PRODUCT,6,1
359,CARDINAL,2,1
UAV,PRODUCT,1,1
"7, 2019 48619",DATE,1,1
DDoS,NORP,2,1
367,CARDINAL,2,1
371,CARDINAL,2,1
ManintheMiddle,ORG,1,1
MitM,PRODUCT,1,1
369,CARDINAL,2,1
372,CARDINAL,2,1
LTE,ORG,2,1
NonPayload Communication,ORG,2,1
360,CARDINAL,1,1
Unmanned Aerial Vehicle Networks,ORG,1,1
"48620 VOLUME 7, 2019 
",DATE,1,1
"7, 2019 48621",DATE,1,1
UAVSim,PERSON,2,1
ﬁve modules,PERSON,1,1
UAV Module,PERSON,1,1
FPGA,ORG,1,1
366,CARDINAL,2,1
the Message Dropping Rate,ORG,1,1
MDR,ORG,2,1
370,CARDINAL,2,1
BC,ORG,1,1
BT,GPE,1,1
AC,ORG,1,1
anomaly detection,ORG,1,1
48622,DATE,1,1
ETSI,ORG,1,1
GPS spooﬁng,PERSON,1,1
373,CARDINAL,2,1
Radio Control (RC,ORG,1,1
Galois,PERSON,1,1
Ke,ORG,4,1
Kp and IVrand,ORG,1,1
RX,ORG,4,1
Ke,PERSON,2,1
ACK,ORG,1,1
as mTX 3,CARDINAL,1,1
Kerberos,GPE,2,1
• Existing,PRODUCT,1,1
• Current UAV,PRODUCT,1,1
Labview,PERSON,1,1
hour,TIME,1,1
"7, 2019 48623",DATE,1,1
$45 Billion,MONEY,1,1
AC Attack Criteria,PERSON,1,1
BC Behavior Criteria,ORG,1,1
BDMA Beam Division Multiple Access,ORG,1,1
BP Bundle Protocol,ORG,1,1
BT Behavioral Test,ORG,1,1
CC Capacitive Coupling,ORG,1,1
CCSD Consultative Committee for Space Data Systems,ORG,1,1
CNO Cellular,ORG,1,1
CNPC Control,ORG,1,1
DMF Dronecell,ORG,1,1
DTN Disruption,ORG,1,1
FAA Federal Aviation Administration,ORG,1,1
Mellin Invariant,PERSON,1,1
GCS Ground Control Station,ORG,1,1
GIS Geographic Information System,ORG,1,1
GPS Global Position System,ORG,1,1
IMU Inertial Sensor,ORG,1,1
IR Infra Red,ORG,1,1
ITU International Telecommunication Union,ORG,1,1
KDOT Kansas Department of Transportation,ORG,1,1
LOS Line,ORG,1,1
Range Finder,PERSON,1,1
MAC Medium Access Control,ORG,1,1
MitM ManintheMiddle,ORG,1,1
MPC Model Predictive Controller,PERSON,1,1
Resonance Coupling,PERSON,1,1
NLOS NonLine,PERSON,1,1
PBR PerformanceBased Regulations,ORG,1,1
PCA Point,ORG,1,1
PG&E Paciﬁc Gas,PERSON,1,1
Physical Uplink Shared Channel,ORG,1,1
RC Radio Control,ORG,1,1
Lossy,ORG,1,1
RSU Roadside Unit,ORG,1,1
SAC Special Airworthiness Certiﬁcate,ORG,1,1
SAR Search and Rescue,ORG,1,1
SUAVs SolarPowered UAVs,PRODUCT,1,1
Vector Machine,PERSON,1,1
TIR Thermal Infrared,PERSON,1,1
UAS Unmanned Aircraft Systems,ORG,1,1
VANETs,ORG,1,1
NFV Network Function Virtualization,ORG,1,1
Vegetation Indices,ORG,1,1
VTOL Vertical TakeOff,ORG,1,1
E. Yanmaz,PERSON,1,1
R. Muzaffar,PERSON,1,1
IEEE Commun,WORK_OF_ART,7,1
2624–2661,CARDINAL,1,1
4th,CARDINAL,2,1
T. Taleb,PERSON,3,1
O. Arouk,PERSON,1,1
899–922,CARDINAL,1,1
Dec. 2016,DATE,5,1
Nam,PERSON,1,1
W. Khawaja,PERSON,1,1
I. Guvenc,ORG,2,1
D. Matolak,PERSON,1,1
Fiebig,GPE,1,1
N. Schneckenberger,PERSON,1,1
Y. Chen,PERSON,3,1
N. Zhao,PERSON,2,1
P. Dobbins,PERSON,1,1
2804–2821,CARDINAL,1,1
O. K. Sahingoz,PERSON,1,1
Ş. Temel,PERSON,1,1
"1254–1270, 2013",DATE,1,1
T. J. Lim,PERSON,2,1
no. 5,DATE,3,1
May 2016,DATE,5,1
F. Koohifar,PERSON,1,1
I. Güvenç,PERSON,2,1
B. Mueller,PERSON,1,1
H. Selvaraj,PERSON,1,1
"Facebook,",WORK_OF_ART,1,1
"249, 2014",DATE,1,1
D. Xu,PERSON,1,1
L. Dai,PERSON,1,1
Beamed Laser Power,ORG,1,1
FactSheets,ORG,1,1
Feb. 2018,DATE,16,1
The Booming Demand for Commercial Drone Pilots,ORG,1,1
Grand View Research,ORG,1,1
Commercial Unmanned Aerial Vehicle,ORG,1,1
commercialuavmarketanalysis-2017-8,DATE,1,1
the ﬁscal year 2017,DATE,1,1
"7, 2019 48625",DATE,1,1
UncrewedVehicle Wikipedia,ORG,1,1
"Feb. 22, 2018",DATE,5,1
Y. B. Sebbane,PERSON,1,1
Smart Autonomous Aircraft,ORG,1,1
Boca Raton,PERSON,2,1
O. S. Illyash,PERSON,1,1
Oct. 2013,DATE,3,1
A. Jamalipour,PERSON,1,1
GLOBECOM,PERSON,5,1
Dec. 2014,DATE,1,1
Satell,ORG,1,1
T. Rasheed,ORG,3,1
9th,ORDINAL,1,1
D. Grace,PERSON,1,1
127–137,CARDINAL,1,1
D. Grace,ORG,1,1
C. Spillard,PERSON,1,1
T. Konefal,PERSON,1,1
T. Tozer,ORG,1,1
"138–144, 2001",DATE,1,1
F. Pavlidou,PERSON,1,1
2–31,CARDINAL,1,1
I. Bucaille,ORG,1,1
S. Héthuin,PERSON,1,1
A. Munari,PERSON,1,1
R. Hermenier,PERSON,1,1
S. Allsopp,PERSON,1,1
MILCOM,ORG,2,1
"Feb. 26, 2018",DATE,2,1
R. Sun,PERSON,2,1
IEEE Aerosp,ORG,3,1
D. W. Matolak,PERSON,1,1
Mar. 2017,DATE,4,1
nearurban,NORP,1,1
Aug. 2017,DATE,2,1
european,NORP,1,1
InSight,ORG,1,1
"1–6, 2014",DATE,1,1
M. Fortneberry,PERSON,1,1
M. Lee,PERSON,1,1
R. Judy,PERSON,1,1
Integr,ORG,1,1
6973,DATE,1,1
M. M. Ghonge,PERSON,1,1
P. Jawandhiya,PERSON,1,1
1646,DATE,1,1
Luna X-2000 UAV System,PERSON,1,1
A. Tonoli,PERSON,1,1
E. Zenerino,PERSON,1,1
M. Chiaberge,PERSON,1,1
"Geomatics, Natural Hazards Risk",WORK_OF_ART,1,1
"18–33, 2017",DATE,1,1
4830,CARDINAL,1,1
Workshop Micro Aerial Vehicle Netw,ORG,1,1
Civilian Use,PERSON,1,1
"Feb. 28, 2018",DATE,1,1
Y. Kwon,PERSON,1,1
World J. Eng,WORK_OF_ART,1,1
Harvard J. Legislation,PERSON,1,1
423,CARDINAL,1,1
Sep. 2015,DATE,3,1
GSA Today,WORK_OF_ART,1,1
H. Nagel,PERSON,1,1
G. Bondt,PERSON,1,1
B. Custers,ORG,1,1
The Future of Drone Use,ORG,1,1
The Hague,GPE,1,1
TMC Asser Press,ORG,1,1
21–45,CARDINAL,1,1
Missouri Univ,PERSON,1,1
Rolla,NORP,1,1
MO,GPE,2,1
P. Doherty,ORG,1,1
Mar. 2008,DATE,1,1
QuintanillaOlvera,PERSON,1,1
LópezRamírez,PERSON,1,1
RangelButanda,ORG,1,1
IbarraManzano,ORG,1,1
AlmanzaOjeda,PERSON,1,1
Procedia Technol,PERSON,1,1
Jan. 2012,DATE,2,1
A. Zisserman,PERSON,1,1
B. Li,PERSON,1,1
Y. Jiang,PERSON,1,1
Wen,PERSON,2,1
"1778, 2016",DATE,1,1
Jul. 2016,DATE,2,1
A. Noufﬁdj,PERSON,1,1
F. Melgani,PERSON,1,1
Remote Sens.,WORK_OF_ART,6,1
J. Sensors,PERSON,1,1
"Aug. 2017,",DATE,1,1
A. Kandil,PERSON,1,1
P. Orzechowski,PERSON,1,1
E. Badreddin,PERSON,1,1
Man,GPE,2,1
SMC,ORG,1,1
J. Yang,PERSON,2,1
S. Rekhis,PERSON,1,1
N. Boudriga,PERSON,1,1
Jul. 2017,DATE,3,1
K. Kruggl,ORG,1,1
D. WischounigStrucl,PERSON,1,1
S. Bhattacharya,PERSON,1,1
M. Shah,PERSON,1,1
B. Rinner,PERSON,1,1
E&I Elektrotechu,ORG,1,1
Informationstech,NORP,1,1
Dec. 2017,DATE,21,1
16–24,ORDINAL,1,1
Jul. 2013,DATE,2,1
B. J. Moorman,PERSON,1,1
C. H. Hugenholtz,PERSON,2,1
Cryosphere Discuss,WORK_OF_ART,1,1
‘‘Remote,WORK_OF_ART,1,1
"48626 VOLUME 7, 2019",DATE,1,1
J. Unmanned Vehicle Syst,ORG,1,1
"UAVS Design, Development and Deployment",ORG,1,1
Hoboken,GPE,1,1
NJ,GPE,1,1
Wiley,ORG,1,1
F. Gonzalez,PERSON,1,1
B. Miljievic,PERSON,1,1
Z. D. Ristovski,PERSON,1,1
L. Morawska,PERSON,1,1
1072,DATE,1,1
J. Maslanik,PERSON,1,1
G. Holland,PERSON,1,1
J. Pinto,PERSON,1,1
arctic,LOC,1,1
Bull,PERSON,1,1
Meteorol,PERSON,1,1
"1855–1861, 2004",DATE,1,1
A. Aiuppa,PERSON,1,1
G. Giudice,PERSON,1,1
G. Tamburello,PERSON,1,1
A. J. Hodson,PERSON,1,1
S. Gurrieri,PERSON,1,1
"6, Mar. 2008",DATE,1,1
G. Saggiani,PERSON,1,1
typhoon longwang,PERSON,1,1
J. Atmos,PERSON,1,1
"15–25, 2008",DATE,1,1
GisCloud,ORG,1,1
Cloud Technology,ORG,1,1
the Future of Farming,ORG,1,1
G. Kaddoum,PERSON,1,1
T. Jordan,GPE,1,1
D. Cotten,GPE,1,1
A. Pasqua,PERSON,1,1
S. Bernardes,PERSON,1,1
Week,DATE,1,1
"15, 2015",DATE,1,1
369–384,CARDINAL,1,1
Himalayan,NORP,1,1
Remote Sens. Environ,WORK_OF_ART,6,1
Jul. 2014,DATE,4,1
L. Sam,PERSON,1,1
Akanksha,GPE,1,1
F. J. MartínTorres,PERSON,1,1
Landsat 8,ORG,1,1
Geogr,ORG,1,1
"305–321, 2016",DATE,1,1
G. Yang,PERSON,1,1
Sci.,GPE,3,1
1111,DATE,1,1
Smart Struct,WORK_OF_ART,1,1
"1065–1094, 2014",DATE,1,1
S. Wang,PERSON,1,1
Z. Huang,PERSON,1,1
Z. Tan,PERSON,1,1
687–692,CARDINAL,1,1
U.S. Patent,ORG,2,1
"Nov. 4, 2014",DATE,1,1
J. Irizarry,PERSON,1,1
B. N. Walker,PERSON,1,1
Construct,ORG,1,1
Global Netw,ORG,1,1
IEE Forum Auton,ORG,1,1
Nov. 2005,DATE,1,1
B. CastilloToledo,PERSON,1,1
A. Loukianov,PERSON,1,1
L. E. GonzalezJimenez,PERSON,1,1
Electrotech,PERSON,1,1
Apr. 2014,DATE,2,1
393–397,CARDINAL,1,1
C. Martinez,PERSON,1,1
A. Chauhan,PERSON,1,1
IJCNN,ORG,1,1
Z. Li,PERSON,2,1
Y. Liu,PERSON,1,1
R. Walker,PERSON,1,1
Hough,GPE,1,1
677–686,CARDINAL,1,1
Aug. 2010,DATE,1,1
G. Sorrosal,PERSON,1,1
M. González,PERSON,1,1
RELIFO,PERSON,1,1
244–252,CARDINAL,1,1
E. Balasubramanian,PERSON,1,1
K. Karthik,ORG,1,1
U. Chandrasekar,PERSON,1,1
R. Gupta,PERSON,1,1
Procedia Comput,PERSON,2,1
Jan. 2015,DATE,1,1
I. Sa,ORG,1,1
P. Corke,ORG,1,1
219–232,CARDINAL,1,1
ARCS,ORG,1,1
Inspect Electric and Gas Infrastructure,ORG,1,1
"Feb. 25, 2018",DATE,4,1
Drone Inspections Services,ORG,1,1
Drones & AI,ORG,1,1
The Next Phase of Automation,ORG,1,1
Industrial Inspection Service,ORG,1,1
Innovative Offering,ORG,1,1
https://www.honeywell.com/,CARDINAL,1,1
Maverick Industrial UAV Inspection,PERSON,1,1
UAV Inspection Services,ORG,1,1
A. Tashrif,PERSON,1,1
E. L. S. Abbott,PERSON,1,1
Procedia Eng,ORG,1,1
Jan. 2017,DATE,3,1
Y. Ham,PERSON,1,1
K. K. Han,NORP,1,1
J. J. Lin,PERSON,1,1
M. GolparvarFard,PERSON,1,1
"1, 2016",DATE,1,1
M. Höpf,PERSON,1,1
R. Teti,PERSON,1,1
"12, 2013",DATE,1,1
234–239,CARDINAL,1,1
Y. Huang,PERSON,2,1
S. J. Thomson,PERSON,2,1
W. C. Hoffmann,PERSON,1,1
Y. Lan,PERSON,1,1
B. K. Fritz,PERSON,1,1
J. Agricult,PERSON,1,1
"1–10, 2013",DATE,1,1
S. Kimathi,PERSON,1,1
Innov,PERSON,1,1
280–283,CARDINAL,1,1
W. Kazmi,PERSON,1,1
M. Bisgaard,PERSON,1,1
F. J. GarciaRuiz,PERSON,1,1
K. D. Hansen,PERSON,1,1
A. la CourHarbo,PRODUCT,1,1
ECMR,ORG,1,1
253–258,CARDINAL,1,1
E. Nicolás,PERSON,1,1
P. Nortes,PERSON,1,1
J. Alarcón,PERSON,1,1
D. Intrigliolo,ORG,1,1
E. Fereres,ORG,1,1
"660–678, 2013",DATE,1,1
S. Sankaran,PERSON,1,1
J. M. Maja,PERSON,1,1
W. S. Lee,PERSON,1,1
J. Rasmussen,PERSON,1,1
R. Ehsani,PERSON,1,1
Agricult,PERSON,2,1
"106–115, Feb. 2013",DATE,1,1
P. Mathur,PERSON,1,1
R. H. Nielsen,PERSON,1,1
N. R. Prasad,PERSON,1,1
R. Prasad,PERSON,1,1
Sensor Syst,PERSON,1,1
"pp. 17–25, 2016",GPE,1,1
J. Primicerio,PERSON,1,1
no. 4,DATE,9,1
517–523,CARDINAL,1,1
A. Apan,PERSON,2,1
F. R. Young,PERSON,1,1
L. C. Zeller,PERSON,1,1
K. Cleminson,PERSON,1,1
Spatial Knowl,GPE,1,1
SSC,ORG,2,1
Los Angeles,GPE,1,1
CA,GPE,2,1
USA: Spatial Sciences Institute,ORG,1,1
"7, 2019 48627",DATE,1,1
W. D. Hively,PERSON,1,1
S. J. Fujikawa,PERSON,1,1
C. S. T. Daughtry,PERSON,1,1
G. W. McCarty,PERSON,1,1
290–305,CARDINAL,1,1
Jan. 2010,DATE,1,1
J. P. Fulton,PERSON,1,1
J. N. Shaw,PERSON,1,1
G. Bland,PERSON,1,1
Trans,PRODUCT,2,1
ASABE,PERSON,2,1
"1963–1969,",DATE,1,1
N. B. Akesson,PERSON,1,1
W. E. Yates,PERSON,1,1
Rome,GPE,1,1
Food & Agriculture Org,ORG,1,1
1974,DATE,2,1
J. F. Brown,PERSON,1,1
T. R. Loveland,PERSON,1,1
J. W. Merchant,PERSON,1,1
D. O. Ohlen,PERSON,1,1
"703–714, 1994",DATE,1,1
J. Baluja,PERSON,1,1
511–522,CARDINAL,1,1
M. De Giglio,PERSON,1,1
M. Dubbini,PERSON,1,1
M. Gattelli,PERSON,1,1
J. Fulton,PERSON,1,1
S. Shearer,PERSON,1,1
C. D. Yonts,PERSON,1,1
The National Corn Handbook,WORK_OF_ART,1,1
Madison,PERSON,1,1
WI,ORG,1,1
Wisconson,ORG,1,1
A. Jensen,PERSON,1,1
M. McKee,PERSON,1,1
"2627–2646, 2015",DATE,1,1
R. Zuniga,PERSON,1,1
D. Morrison,PERSON,1,1
"273–288, Feb. 2005",DATE,1,1
J. A. NavasCortés,PERSON,1,1
C. Lucena,PERSON,1,1
P. J. ZarcoTejada,PERSON,1,1
231–245,CARDINAL,1,1
Dec. 2013,DATE,3,1
G.-L. Zhang,PERSON,1,1
Pan,PERSON,1,1
G.-F. Wang,PERSON,1,1
394–403,CARDINAL,1,1
MODIS,GPE,1,1
"6, 2015",DATE,1,1
U.S. Department of Interior,ORG,1,1
Chesapeake Bay Farmland,LOC,1,1
Soil Sci,WORK_OF_ART,1,1
"2007–2013, 2004",DATE,1,1
Maker Newslett,PERSON,1,1
"3, 2015",DATE,1,1
] H. Steve,PERSON,1,1
E. Kevin,PERSON,1,1
Mapping Tile Drainage Systems,ORG,1,1
L. Zeller,PERSON,1,1
Surveying and Spatial Sciences Institute,ORG,1,1
1231–1243,CARDINAL,1,1
H. P. W. Jayasuriya,PERSON,1,1
"21–27, 2010",DATE,1,1
J. Geipel,PERSON,1,1
J. Link,PERSON,1,1
W. Claupein,PERSON,1,1
"10335–10355, 2014",DATE,1,1
J. Agronomy,PERSON,1,1
112–123,CARDINAL,1,1
Oct. 2015,DATE,1,1
K. J. Gaston,PERSON,1,1
Frontiers Ecology Environ,WORK_OF_ART,1,1
138–146,CARDINAL,1,1
Hummingbird Technologies,ORG,1,1
Crop Analytics,ORG,1,1
D. Morin,PERSON,1,1
A. R. Huete,PERSON,1,1
Remote Sens. Rev.,WORK_OF_ART,1,1
P. L. Nagler,PERSON,1,1
S. G. Nelson,PERSON,1,1
"2136–2160, 2008",DATE,1,1
138] J. W. Rouse,PERSON,1,1
Jr,PERSON,1,1
R. H. Haas,PERSON,1,1
J. A. Schell,PERSON,1,1
D. W. Deering,PERSON,1,1
the Great Plains,EVENT,1,1
ERTS,ORG,1,1
Texas A&M Univ,ORG,1,1
Y. J. Kaufman,PERSON,1,1
M. N. Merzlyak,PERSON,1,1
EOSMODIS,ORG,1,1
"289–298, 1996",DATE,1,1
"295–309, 1988",DATE,1,1
J. E. Herrick,PERSON,1,1
A. Rango,PERSON,2,1
Photogramm,PERSON,1,1
661–672,CARDINAL,1,1
C. Winters,PERSON,1,1
ASPRS Annu,PERSON,1,1
"75.968, 2007",DATE,1,1
J. M. Kovacs,PERSON,1,1
Dec. 2012,DATE,1,1
The SlantRange 3p Multispectral Sensor,ORG,1,1
The Next Generation of Drone Technologies for Agriculture,ORG,1,1
135–141,CARDINAL,1,1
G. N. Fandetti,PERSON,1,1
817 356,CARDINAL,1,1
"Feb. 9, 2017",DATE,1,1
The Future of Distribution,ORG,2,1
Delivery Drone,ORG,1,1
NASA Langley Res,WORK_OF_ART,1,1
Hampton,GPE,1,1
UnmannedCargo,ORG,1,1
Drones Going Postal a Summary of Postal Service Delivery Drone Trials,ORG,1,1
J. J. Liebenberg,PERSON,1,1
J. G. Musial,PERSON,1,1
T. R. Whitman,PERSON,1,1
9 731,CARDINAL,1,1
821,CARDINAL,1,1
"Aug. 15, 2017",DATE,1,1
J. Gilbert,PERSON,1,1
Tacocopter Aims,PERSON,1,1
Hufﬁngton Post,ORG,1,1
Google Test,ORG,1,1
U.S. Cities,ORG,1,1
159] Law,QUANTITY,1,1
48628,DATE,1,1
C. J. Drakeley,PERSON,1,1
T. William,PERSON,1,1
F. Espino,PERSON,1,1
J. Cox,PERSON,1,1
Trends Parasitol,PERSON,1,1
514–519,CARDINAL,1,1
The Importance of Advanced Weather Data for Commercial Drone Operations,ORG,1,1
the Safe Integration of Small Unmanned Aircraft Systems,ORG,1,1
Amazon Prime Air,ORG,1,1
U.K.,GPE,4,1
Latest Technology Allows Drones,ORG,1,1
Learn About Their Environment as They Fly,WORK_OF_ART,1,1
https://www.recode.net/2017/1/7/14195076/qualcommdronesmachinelearning-ﬂightcontrolces-2017-snapdragon,PERSON,1,1
Nvidia,GPE,1,1
The Future of Unmanned Aerial Systems,ORG,1,1
647–648,CARDINAL,1,1
K. Akkaya,GPE,2,1
A. S. Uluagac,PERSON,1,1
A. Kadri,LOC,1,1
A. Tuncer,PERSON,1,1
S. Kim,PERSON,2,1
J. Ash,GPE,1,1
Z. Cui,PERSON,1,1
Y. Wang,PERSON,2,1
G. Guido,PERSON,1,1
V. Gallelli,PERSON,1,1
A. Vitale,PERSON,1,1
‘‘Evaluating,WORK_OF_ART,1,1
"136–151, Oct. 2016",DATE,1,1
D. Rosenbaum,PERSON,1,1
F. Kurz,PERSON,1,1
O. Meynberg,PERSON,1,1
P. Reinartz,PERSON,1,1
Nov. 2014,DATE,2,1
L. Jiang,PERSON,1,1
X. Guo,PERSON,1,1
Apr. 2016,DATE,3,1
225–229,CARDINAL,1,1
L. Wang,PERSON,1,1
F. Chen,PERSON,1,1
H. Yin,PERSON,1,1
72,DATE,1,1
294–308,CARDINAL,1,1
H. Kong,GPE,1,1
L. Wei,PERSON,1,1
S. Nahavandi,PERSON,1,1
"297–309, Feb. 2015",DATE,1,1
M. Kontitsis,PERSON,1,1
Conf,ORG,1,1
Control Autom,ORG,1,1
MED,ORG,1,1
T. Ramesh,ORG,1,1
P. Sathishkumar,PERSON,1,1
VLSI Syst,ORG,1,1
Archit,PERSON,1,1
VLSISATA,ORG,1,1
Jan. 2016,DATE,2,1
M. Rys,PERSON,1,1
the Kansas Department of Transportation’s,ORG,1,1
Kansas State University Transportation Center,ORG,1,1
KS,GPE,1,1
Aug. 2016,DATE,4,1
Y. M. Chen,PERSON,1,1
L. Dong,PERSON,2,1
UAV trafﬁc,PERSON,1,1
Mar. 2007,DATE,1,1
2608–2612,CARDINAL,1,1
45th AIAA Aerosp,ORG,1,1
Meeting Exhibit,PERSON,1,1
D. Herman,PERSON,1,1
T. Apeltauer,PERSON,1,1
Int.,WORK_OF_ART,1,1
Remote Sens. Spatial Inf,ORG,1,1
"9, 2015",DATE,1,1
S. Zhou,PERSON,1,1
Z. Deng,PERSON,1,1
L. Lei,PERSON,1,1
A. Tsourdos,PERSON,2,1
B. A. White,PERSON,1,1
"2499–2514, 2014",DATE,1,1
N. Kronprasert,PERSON,1,1
M. Kaewmoracharoen,PERSON,1,1
P. Pichayapan,PERSON,1,1
Procedia,GPE,1,1
S. Uluağaç,PERSON,1,1
Sep. 2016,DATE,4,1
216–221,CARDINAL,1,1
Y. Kajikawa,PERSON,1,1
Forecasting Social Change,ORG,1,1
262–274,CARDINAL,1,1
Mar. 2018,DATE,1,1
289–298,CARDINAL,1,1
Dec. 1996,DATE,1,1
G. Zhang,PERSON,1,1
R. P. Avery,PERSON,1,1
J. Transp,PERSON,1,1
"138–147, 2007",DATE,1,1
J. Gertler,PERSON,1,1
Library Congr,PERSON,2,1
J. Capitán,PERSON,1,1
J. R. MartínezdeDios,PERSON,1,1
T. Monahan,PERSON,1,1
Theor,PERSON,1,1
"239–254, 2011",DATE,1,1
D. Wright,PERSON,1,1
184–194,CARDINAL,1,1
R. W. Beard,PERSON,1,1
R. S. Holt,PERSON,1,1
Dec. 2008,DATE,1,1
B. Wiggerich,PERSON,1,1
H. Bülow,PERSON,1,1
M. Pﬁngsthorn,PERSON,1,1
S. Schwertfeger,PERSON,1,1
T. Yamashita,GPE,1,1
M. Maruyama,PERSON,1,1
T. Arai,GPE,1,1
H. Adachi,PERSON,1,1
H. Tsuji,PERSON,1,1
NEC Tech,ORG,1,1
M. Bagaa,PERSON,1,1
Feb. 2017,DATE,2,1
Sensors J.,PERSON,2,1
Mar. 2013,DATE,1,1
J. Song,PERSON,1,1
G. Mois,PERSON,1,1
742–749,CARDINAL,1,1
Feb. 2015,DATE,3,1
Y. LeCun,PERSON,1,1
Y. Bengio,PERSON,1,1
G. Hinton,PERSON,1,1
Nature,WORK_OF_ART,1,1
521,CARDINAL,1,1
7553,DATE,1,1
"7, 2019 48629",DATE,1,1
R. Haddad,PERSON,1,1
F. RiosGutierrez,PERSON,1,1
UAV clustering,PERSON,1,1
Apr. 2015,DATE,2,1
D. P. Agrawal,PERSON,1,1
J. Zhao,PERSON,1,1
F. Gao,PERSON,1,1
Q. Wu,PERSON,2,1
S. Jin,PERSON,3,1
Y. Wu,PERSON,1,1
W. Jia,PERSON,1,1
363–375,CARDINAL,1,1
N. Othman,PERSON,1,1
H. Shakhatreh,PERSON,1,1
"3640, 2018",DATE,1,1
https://arxiv.org/abs/1804.02217,PERSON,1,1
C. Liu,PERSON,1,1
T. Q. S. Quek,PERSON,1,1
C. Yang,PERSON,1,1
"R. W. Heath, Jr.",PERSON,1,1
R. C. Daniels,PERSON,1,1
J. N. Murdock,PERSON,1,1
M. Z. Shakir,PERSON,3,1
5G+,CARDINAL,3,1
218–224,CARDINAL,1,1
Jan. 2018,DATE,4,1
Dec. 2015,DATE,1,1
A. Khreishah,PERSON,7,1
B. Ji,PERSON,1,1
Radio Interface Technologies for IMTAdvanced,ORG,1,1
Standard ITU 2135-1,ORG,1,1
K. Gomez,PERSON,1,1
IEEE Wireless Commun,WORK_OF_ART,7,1
J. Holis,PERSON,1,1
P. Pechac,PERSON,1,1
Antennas Propag,PERSON,2,1
1078–1084,CARDINAL,1,1
I. Khalil,PERSON,4,1
A. Sawalmeh,PERSON,2,1
N. S. Othman,PERSON,3,1
8th,ORDINAL,1,1
ICICS,ORG,1,1
258–263,CARDINAL,1,1
Malaysia Int,ORG,2,1
158–163,CARDINAL,1,1
F. Lagum,PERSON,1,1
A. Yongacoglu,PERSON,2,1
109–114,CARDINAL,1,1
13th,DATE,1,1
175–180,CARDINAL,1,1
T. Khattab,PERSON,1,1
M. O. Hasna,PERSON,1,1
J. Chakareski,PERSON,1,1
H. B. Salameh,PERSON,1,1
37th,CARDINAL,1,1
130–135,CARDINAL,1,1
IEEE Syst,ORG,1,1
3837–3848,CARDINAL,1,1
Dec. 2018,DATE,1,1
Z. Cai,PERSON,1,1
